Identifier,Index,Title,Description,DimensionGroupId
H008772,248,Vanuatu,"Vanuatu, Nieuwe Hebriden.",11
H008773,249,Vaticaanstad,,10
H008774,250,Venezuela,,8
H008776,251,Verenigd Koninkrijk,Groot-Brittannië.,10
H008777,252,Verenigde Arabische Emiraten,"Verenigde Arabische Emiraten, Ajman, Abu Dhabi, Dubai, Fujairah, Ras al-Khaimah, Umm Al-Qaiwain, Sharjah, Trucial Oman.",9
H008778,253,Verenigde Staten van Amerika,"Verenigde Staten van Amerika, Hawaii-eilanden.",8
H008779,254,Verre eilanden van de VS,"Verre eilanden van de Verenigde Staten van Amerika: Johnston, Midway, Wake.",11
H008780,255,Vietnam,"Vietnam, Frans Indochina, Indochina, Noord-Vietnam, Zuid-Vietnam.",9
H008782,256,Wallis en Futuna,,11
H008783,257,Belarus,"Nieuw land ontstaan uit de opsplitsing van de Sovjet-Unie in 1991. 
In de registers die het CBS gebruikt wordt dit land pas sinds deze opsplitsing apart onderscheiden.
Voor bevolkingscijfers geldt: 
Tot en met 2020: alleen personen die na de opsplitsing zijn geboren worden tot deze migratieachtergrond gerekend.
Vanaf 2021: in de voorlopige cijfers worden alleen personen die na de opsplitsing zijn geboren tot deze migratieachtergrond gerekend. In de definitieve cijfers worden ook personen geboren in de voormalige Sovjet-Unie tot deze migratieachtergrond gerekend als hun geboorteplaats daar volgens de huidige landgrenzen ligt.
Voor bevolkingsontwikkeling geldt:
Tot en met 2019: alleen personen die na de opsplitsing zijn geboren worden tot deze migratieachtergrond gerekend.
Vanaf 2020: in de voorlopige cijfers worden alleen personen die na de opsplitsing zijn geboren tot deze migratieachtergrond gerekend. In de definitieve cijfers worden ook personen geboren in de voormalige Sovjet-Unie tot deze migratieachtergrond gerekend als hun geboorteplaats daar volgens de huidige landgrenzen ligt.",10
H008784,258,Zambia,"Zambia, Noord-Rhodesië.",7
H008785,259,Zimbabwe,"Zimbabwe, Rhodesië, Zuid-Rhodesië.",7
H008787,260,Zuid-Afrika,,7
H008789,261,Zuid-Korea,"Zuid-Korea, Korea.",9
H008786,262,Zuid-Soedan,Nieuw land ontstaan na afsplitsing van Soedan per 9 juli 2011.,7
H008790,263,Zweden,,10
H008791,264,Zwitserland,,10
